project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ-0001639,COMP-0186,Customer Onboarding KYC Engine,2023-08-27,2025-08-27,Planning,Digital Process Automation,82,1353490.83,4457180.65,329.31,Marketing,BCG,Japan,Energy,22171,false,false
PRJ-0001640,COMP-0169,Compliance Monitoring Solution,2021-12-02,2023-02-26,Failed,AI + RPA,25,174695.18,-76481.55,-43.78,Human Resources,Capgemini,Poland,Banking,8346,false,false
PRJ-0001641,COMP-0121,Data Migration Solution,2022-11-23,2022-06-24,Planning,Robotic Process Automation,77,1954429.41,5451099.07,278.91,IT,Accenture,France,Pharma,887,true,false
PRJ-0001642,COMP-0189,Returns Processing Solution,2023-03-19,2024-09-03,On Hold,Cognitive Automation,82,1580721.71,5950468.81,376.44,Finance,Infosys,Canada,Energy,16478,false,true
PRJ-0001643,COMP-0033,Audit Trail Tool,2021-05-05,2023-06-02,Failed,AI + RPA,55,857309.52,-4629.47,-0.54,Customer Service,IBM,India,Logistics,9560,true,true
PRJ-0001644,COMP-0178,Contract Management Pipeline,2023-09-07,2024-03-06,Failed,Digital Process Automation,94,682082.49,165541.42,24.27,Finance,Infosys,France,Healthcare,20012,false,false
PRJ-0001645,COMP-0049,Fraud Detection Bot,2023-03-27,2023-12-13,Planning,Robotic Process Automation,24,1243790.75,2789449.52,224.27,Marketing,Wipro,Poland,Manufacturing,1358,true,false
PRJ-0001646,COMP-0061,Financial Reconciliation System,2022-12-27,2024-06-22,Completed,Cognitive Automation,56,1392975.44,1963677.48,140.97,IT,Accenture,Netherlands,Retail,1958,false,true
PRJ-0001647,COMP-0070,Quality Assurance Framework,2021-03-11,2023-12-27,In Progress,Robotic Process Automation,71,828742.22,218953.69,26.42,Human Resources,Accenture,Canada,Pharma,19052,false,true
PRJ-0001648,COMP-0192,Financial Reconciliation Module,2022-10-15,2024-10-05,On Hold,AI + RPA,88,1218673.8,4468023.75,366.63,Compliance,Cognizant,United Kingdom,Pharma,20456,true,true
PRJ-0001649,COMP-0064,Payroll Automation Engine,2021-12-05,2022-07-28,Planning,AI + RPA,22,1857907.61,2147926.99,115.61,Compliance,BCG,Netherlands,Energy,24116,false,false
PRJ-0001650,COMP-0155,Accounts Payable Bot,2020-04-28,2022-11-24,In Progress,Cognitive Automation,46,659437.58,327674.53,49.69,Supply Chain,EY,Singapore,Insurance,22001,false,false
PRJ-0001651,COMP-0129,Invoice Processing Automation,2023-07-27,2024-06-18,Failed,Digital Process Automation,82,1631958.84,-6201.44,-0.38,Sales,Infosys,United States,Manufacturing,14412,false,false
PRJ-0001652,COMP-0168,Credit Risk Analysis Bot,2020-02-19,2022-07-08,Completed,Robotic Process Automation,43,1289866.6,1242399.51,96.32,Supply Chain,Tata Consultancy Services,Netherlands,Retail,16100,true,false
PRJ-0001653,COMP-0151,Regulatory Reporting Pipeline,2022-11-20,2023-09-11,On Hold,Intelligent Process Automation,49,482896.63,1605196.69,332.41,Customer Service,Tata Consultancy Services,India,Manufacturing,4645,false,false
PRJ-0001654,COMP-0098,Billing Automation Platform,2020-12-10,2022-10-14,On Hold,Cognitive Automation,97,1889641.24,2564999.02,135.74,Compliance,KPMG,France,Logistics,16901,false,true
PRJ-0001655,COMP-0004,Tax Filing Tool,2020-10-07,2021-08-13,Planning,AI + RPA,83,1997652.88,6629610.61,331.87,IT,Cognizant,Singapore,Telecom,1670,true,true
PRJ-0001656,COMP-0003,IT Ticket Classification Solution,2022-11-07,2024-07-26,Failed,Intelligent Process Automation,88,1991684.25,-434784.67,-21.83,Marketing,EY,United Kingdom,Pharma,9523,true,true
PRJ-0001657,COMP-0182,HR Onboarding Solution,2020-01-04,2022-09-01,Planning,Robotic Process Automation,17,1334088.32,556181.42,41.69,Operations,KPMG,Singapore,Healthcare,22424,false,true
PRJ-0001658,COMP-0126,Contract Management Framework,2023-06-17,2024-12-11,On Hold,Robotic Process Automation,93,1333987.15,4105612.25,307.77,Compliance,EY,France,Insurance,2131,false,true
PRJ-0001659,COMP-0197,Data Validation Solution,2020-01-23,2020-03-25,Failed,Intelligent Process Automation,54,1808240.07,-92943.54,-5.14,Supply Chain,Deloitte,Singapore,Banking,6708,false,false
PRJ-0001660,COMP-0082,Loan Processing Bot,2023-01-12,2025-04-11,Completed,Digital Process Automation,70,1715825.56,6384758.49,372.11,Marketing,Tata Consultancy Services,Poland,Logistics,18377,true,true
PRJ-0001661,COMP-0169,Vendor Management System,2023-11-24,2024-11-12,In Progress,Digital Process Automation,66,917960.75,2633445.8,286.88,Supply Chain,EY,Japan,Banking,8186,true,false
PRJ-0001662,COMP-0177,Credit Risk Analysis Automation,2022-07-02,2024-09-01,In Progress,Robotic Process Automation,97,1378716.37,253683.81,18.4,Legal,Infosys,Canada,Technology,5080,true,true
PRJ-0001663,COMP-0134,Claims Processing Platform,2020-12-17,2020-04-09,Failed,AI + RPA,45,985140.27,152007.14,15.43,IT,Wipro,Canada,Logistics,8918,false,true
PRJ-0001664,COMP-0009,Procure to Pay Framework,2023-10-09,2024-11-16,Completed,Robotic Process Automation,58,1994433.44,7086820.34,355.33,Marketing,EY,Japan,Energy,17076,true,false
PRJ-0001665,COMP-0144,Order Management System,2022-03-10,2022-04-11,In Progress,Intelligent Process Automation,82,734306.4,1408693.4,191.84,Customer Service,BCG,Brazil,Insurance,21164,true,true
PRJ-0001666,COMP-0187,Procure to Pay Framework,2023-11-10,2024-05-01,Completed,Intelligent Process Automation,77,674992.67,2482285.54,367.75,Legal,PwC,Australia,Logistics,19237,false,true
PRJ-0001667,COMP-0184,Employee Offboarding System,2020-06-28,2020-01-06,On Hold,Cognitive Automation,95,1365952.11,893332.68,65.4,Operations,Wipro,United States,Telecom,17601,false,false
PRJ-0001668,COMP-0117,Tax Filing Pipeline,2022-03-16,2024-05-08,Failed,Intelligent Process Automation,46,742859.69,87880.3,11.83,IT,Tata Consultancy Services,France,Energy,1490,false,true
PRJ-0001669,COMP-0041,Invoice Processing Platform,2022-11-05,2023-06-23,On Hold,Cognitive Automation,91,781048.37,1576702.34,201.87,Finance,Tata Consultancy Services,Poland,Healthcare,22747,false,false
PRJ-0001670,COMP-0082,IT Ticket Classification System,2020-08-18,2020-09-21,In Progress,Intelligent Process Automation,28,1054778.32,3143133.92,297.99,IT,Cognizant,Japan,Telecom,18285,false,true
PRJ-0001671,COMP-0139,Data Validation System,2020-08-20,2021-04-19,In Progress,Cognitive Automation,87,628708.6,2481764.33,394.74,Human Resources,IBM,United States,Energy,16158,true,true
PRJ-0001672,COMP-0151,Regulatory Reporting Module,2021-08-14,2022-06-13,Planning,Cognitive Automation,69,104629.12,231136.19,220.91,Marketing,PwC,Singapore,Retail,16117,true,false
PRJ-0001673,COMP-0022,Master Data Management Framework,2020-11-09,2021-02-13,Failed,Digital Process Automation,15,321741.34,6627.87,2.06,Customer Service,Deloitte,Canada,Banking,24304,true,true
PRJ-0001674,COMP-0045,Master Data Management Pipeline,2020-11-20,2021-11-12,In Progress,AI + RPA,58,1447134.8,659025.19,45.54,Customer Service,IBM,United States,Logistics,21344,true,true
PRJ-0001675,COMP-0175,Customer Service Bot Platform,2021-09-08,2022-09-08,In Progress,Intelligent Process Automation,80,1462040.74,1535581.39,105.03,Human Resources,Deloitte,Australia,Technology,5910,true,false
PRJ-0001676,COMP-0097,Workflow Orchestration Engine,2020-09-07,2022-08-08,In Progress,Cognitive Automation,10,726512.76,2468617.71,339.79,Operations,Deloitte,Japan,Telecom,20770,true,true
PRJ-0001677,COMP-0009,Accounts Payable Automation,2021-05-15,2023-11-07,Completed,Robotic Process Automation,47,175961.94,516025.99,293.26,Finance,Wipro,France,Pharma,5971,true,false
PRJ-0001678,COMP-0184,Audit Trail Bot,2023-07-26,2023-02-12,Failed,Intelligent Process Automation,83,1113360.97,-32732.81,-2.94,Customer Service,PwC,Germany,Banking,19619,true,false
PRJ-0001679,COMP-0126,Customer Service Bot Platform,2023-03-10,2024-04-26,Failed,Digital Process Automation,94,1785984.51,-556334.17,-31.15,Compliance,Infosys,Australia,Pharma,13902,false,true
PRJ-0001680,COMP-0011,Expense Reporting Bot,2021-10-02,2023-05-11,Failed,Digital Process Automation,94,184688.16,-184.69,-0.1,Marketing,IBM,Poland,Retail,4709,true,true
PRJ-0001681,COMP-0199,Vendor Management Automation,2020-01-14,2020-08-27,Completed,Intelligent Process Automation,37,1053223.42,3907458.89,371.0,IT,Wipro,Brazil,Logistics,24363,true,false
PRJ-0001682,COMP-0044,Fraud Detection Bot,2020-10-18,2022-08-25,On Hold,Cognitive Automation,39,1514361.15,1979572.9,130.72,Supply Chain,BCG,Canada,Technology,24329,false,false
PRJ-0001683,COMP-0087,Claims Processing Automation,2021-06-27,2022-10-03,In Progress,Intelligent Process Automation,54,441233.84,201776.24,45.73,Finance,Wipro,India,Technology,6501,false,false
PRJ-0001684,COMP-0063,Invoice Processing Bot,2022-11-11,2023-03-17,On Hold,AI + RPA,38,783848.21,2855245.49,364.26,Finance,Wipro,Canada,Technology,16387,true,false
PRJ-0001685,COMP-0051,Claims Processing Automation,2022-01-21,2024-01-14,Completed,Digital Process Automation,29,1831104.91,6844670.15,373.8,Finance,BCG,Poland,Energy,10266,false,false
PRJ-0001686,COMP-0001,Tax Filing Tool,2022-06-06,2024-12-27,In Progress,Digital Process Automation,52,106949.22,121462.23,113.57,Human Resources,BCG,India,Technology,10668,false,false
PRJ-0001687,COMP-0004,Inventory Management Platform,2023-08-11,2025-10-20,In Progress,Cognitive Automation,75,1916396.44,4652244.0,242.76,Human Resources,IBM,Singapore,Banking,23902,false,false
PRJ-0001688,COMP-0049,Inventory Management Bot,2020-05-16,2020-05-25,Planning,Intelligent Process Automation,34,795031.63,892979.53,112.32,Finance,EY,Australia,Insurance,12192,true,false
PRJ-0001689,COMP-0136,Tax Filing Pipeline,2020-09-01,2021-09-07,Planning,Cognitive Automation,91,1466020.5,234123.47,15.97,Finance,Tata Consultancy Services,India,Healthcare,3982,true,false
PRJ-0001690,COMP-0182,Claims Processing Tool,2023-11-17,2024-07-20,On Hold,Cognitive Automation,94,1667245.6,6442237.0,386.4,Operations,Capgemini,Germany,Logistics,13412,true,false
PRJ-0001691,COMP-0104,IT Service Management System,2020-02-07,2021-05-25,Failed,Robotic Process Automation,40,748723.58,206273.35,27.55,IT,EY,United Kingdom,Retail,17967,false,true
PRJ-0001692,COMP-0075,Customer Service Bot Solution,2023-01-19,2025-10-12,On Hold,Intelligent Process Automation,94,287534.49,227756.07,79.21,Customer Service,Accenture,India,Telecom,12121,true,false
PRJ-0001693,COMP-0089,Invoice Processing Module,2022-10-07,2023-07-16,Planning,Intelligent Process Automation,77,203552.99,117409.36,57.68,IT,EY,Japan,Manufacturing,6321,true,true
PRJ-0001694,COMP-0046,Loan Processing Bot,2021-11-14,2023-06-05,In Progress,Intelligent Process Automation,85,127528.79,124404.33,97.55,Marketing,Accenture,Germany,Retail,6553,true,false
PRJ-0001695,COMP-0179,Returns Processing Engine,2021-09-09,2022-01-13,On Hold,Cognitive Automation,85,827714.56,1637964.34,197.89,IT,PwC,United Kingdom,Retail,12205,true,false
PRJ-0001696,COMP-0083,Trade Reconciliation Tool,2023-10-21,2023-05-20,Planning,Cognitive Automation,96,1539362.44,2148796.03,139.59,Sales,Accenture,Singapore,Banking,17753,false,false
PRJ-0001697,COMP-0139,Data Migration Pipeline,2021-10-10,2022-09-24,Completed,AI + RPA,47,653851.6,1022231.59,156.34,IT,Capgemini,Japan,Healthcare,12587,false,true
PRJ-0001698,COMP-0064,Customer Onboarding KYC Engine,2023-01-13,2025-11-24,Completed,AI + RPA,59,1925469.29,5740594.14,298.14,Finance,BCG,United States,Banking,7130,true,false
PRJ-0001699,COMP-0061,Data Migration Tool,2021-03-11,2021-01-17,Planning,Cognitive Automation,23,1071321.6,3672597.58,342.81,IT,Deloitte,Singapore,Insurance,12235,false,true
PRJ-0001700,COMP-0041,HR Onboarding Tool,2023-05-16,2024-10-28,In Progress,AI + RPA,99,151187.18,513144.41,339.41,Marketing,Capgemini,United States,Manufacturing,21412,false,true
PRJ-0001701,COMP-0047,Credit Risk Analysis Pipeline,2021-10-27,2021-08-20,In Progress,Robotic Process Automation,89,612387.17,1122015.77,183.22,Finance,Accenture,Brazil,Telecom,17645,true,true
PRJ-0001702,COMP-0118,Claims Processing Module,2020-05-18,2022-10-18,In Progress,Intelligent Process Automation,19,1035788.6,875034.21,84.48,Customer Service,EY,India,Insurance,2393,true,true
PRJ-0001703,COMP-0057,Payroll Automation Framework,2022-06-15,2022-01-23,On Hold,Digital Process Automation,98,572298.57,1204058.96,210.39,Finance,KPMG,Poland,Logistics,21890,false,true
PRJ-0001704,COMP-0039,Asset Tracking Engine,2022-04-19,2024-12-03,Planning,Intelligent Process Automation,21,1785026.3,387172.2,21.69,Human Resources,Accenture,Canada,Manufacturing,17635,false,false
PRJ-0001705,COMP-0025,Data Validation Automation,2021-10-02,2022-10-11,Planning,Intelligent Process Automation,66,749398.07,98171.15,13.1,Legal,Accenture,Australia,Energy,22341,false,false
PRJ-0001706,COMP-0107,Invoice Processing Bot,2023-04-10,2025-07-09,Completed,Robotic Process Automation,94,1688647.1,2485519.67,147.19,Sales,Deloitte,France,Insurance,23136,true,true
PRJ-0001707,COMP-0056,Supply Chain Reconciliation Module,2023-02-06,2024-05-20,Planning,Digital Process Automation,54,1438480.21,2826038.22,196.46,Legal,Wipro,Poland,Retail,18088,true,false
PRJ-0001708,COMP-0138,Document Processing Module,2020-05-08,2022-07-16,Failed,AI + RPA,25,1438127.07,-718775.91,-49.98,Compliance,Accenture,United Kingdom,Telecom,359,false,true
PRJ-0001709,COMP-0071,Claims Processing Bot,2021-05-05,2023-08-04,In Progress,Intelligent Process Automation,82,1671582.84,1268229.9,75.87,Finance,Deloitte,Australia,Technology,20781,false,true
PRJ-0001710,COMP-0162,Compliance Monitoring System,2022-01-15,2022-12-07,Completed,Digital Process Automation,97,808149.5,221675.41,27.43,Marketing,BCG,United States,Logistics,3706,true,true
PRJ-0001711,COMP-0041,IT Ticket Classification Tool,2020-02-11,2021-10-28,Failed,Robotic Process Automation,93,1903265.66,-211072.16,-11.09,Operations,IBM,France,Logistics,7536,false,false
PRJ-0001712,COMP-0127,Compliance Monitoring Module,2022-02-07,2023-11-22,Failed,Cognitive Automation,56,237860.62,-77732.85,-32.68,Marketing,EY,Australia,Energy,21119,false,false
PRJ-0001713,COMP-0074,Sales Order Processing Engine,2022-01-24,2022-03-12,Planning,AI + RPA,100,1469969.64,408651.56,27.8,Marketing,Capgemini,Canada,Logistics,11873,false,true
PRJ-0001714,COMP-0116,Regulatory Reporting Framework,2023-03-08,2025-04-26,Failed,AI + RPA,92,1593953.57,-12592.23,-0.79,Human Resources,Wipro,Japan,Energy,582,false,false
PRJ-0001715,COMP-0174,Procure to Pay Engine,2021-09-24,2021-08-12,On Hold,Cognitive Automation,43,124107.91,27278.92,21.98,Customer Service,KPMG,Japan,Telecom,17522,true,false
PRJ-0001716,COMP-0185,Document Processing Framework,2022-07-20,2024-07-01,In Progress,Robotic Process Automation,63,173076.16,478728.66,276.6,Human Resources,Capgemini,Netherlands,Healthcare,20979,false,true
PRJ-0001717,COMP-0146,Regulatory Reporting Solution,2023-07-16,2024-10-01,Failed,Robotic Process Automation,93,337804.57,36888.26,10.92,Compliance,BCG,Germany,Healthcare,18220,true,true
PRJ-0001718,COMP-0140,Order Management Framework,2022-09-05,2022-03-07,Planning,Intelligent Process Automation,29,605390.87,556112.05,91.86,Customer Service,KPMG,Canada,Healthcare,12470,false,true
PRJ-0001719,COMP-0180,Financial Reconciliation System,2023-01-27,2024-06-26,Planning,Digital Process Automation,71,1336388.55,3569627.46,267.11,Compliance,Cognizant,Australia,Insurance,1901,true,false
PRJ-0001720,COMP-0187,Data Migration Tool,2021-05-18,2023-08-17,Planning,Robotic Process Automation,49,474818.66,827371.52,174.25,Sales,Capgemini,France,Logistics,5793,true,true
PRJ-0001721,COMP-0133,Accounts Payable Module,2021-10-23,2022-02-21,Planning,Robotic Process Automation,61,140106.46,100050.02,71.41,Finance,Tata Consultancy Services,Netherlands,Insurance,11709,true,false
PRJ-0001722,COMP-0182,Workflow Orchestration Framework,2023-02-18,2025-10-23,Failed,Cognitive Automation,67,573378.29,-165362.3,-28.84,Operations,BCG,France,Manufacturing,4706,true,true
PRJ-0001723,COMP-0192,Compliance Monitoring Engine,2022-05-26,2023-10-17,Failed,Robotic Process Automation,28,1953717.74,-519298.18,-26.58,Supply Chain,Deloitte,Poland,Technology,4505,false,false
PRJ-0001724,COMP-0030,Accounts Payable Solution,2020-07-04,2021-10-16,In Progress,Cognitive Automation,73,562744.15,2069210.24,367.7,Operations,BCG,United States,Manufacturing,11077,false,false
PRJ-0001725,COMP-0140,IT Ticket Classification Pipeline,2021-12-07,2021-01-17,On Hold,Robotic Process Automation,54,411011.05,617050.89,150.13,Sales,Infosys,Germany,Logistics,24967,false,false
PRJ-0001726,COMP-0036,Financial Reconciliation Engine,2022-10-06,2023-01-01,On Hold,Cognitive Automation,60,225097.86,364973.67,162.14,Supply Chain,Infosys,Australia,Telecom,14531,true,false
PRJ-0001727,COMP-0191,Sales Order Processing Automation,2022-02-07,2022-03-18,Completed,AI + RPA,40,279405.28,848861.18,303.81,Customer Service,PwC,Poland,Manufacturing,17327,false,true
PRJ-0001728,COMP-0022,Customer Onboarding KYC Tool,2021-08-18,2021-10-10,Completed,Digital Process Automation,23,1819752.97,1228697.21,67.52,Human Resources,Cognizant,Brazil,Pharma,14075,false,true
PRJ-0001729,COMP-0172,Asset Tracking Platform,2022-09-09,2024-03-03,Planning,Digital Process Automation,86,740390.29,2022672.23,273.19,Finance,Deloitte,Australia,Pharma,13782,false,true
PRJ-0001730,COMP-0001,Data Migration Pipeline,2021-12-21,2023-10-21,Failed,Cognitive Automation,6,203207.67,35866.15,17.65,IT,Wipro,Netherlands,Manufacturing,8107,false,false
PRJ-0001731,COMP-0090,Invoice Processing Framework,2021-07-28,2021-09-18,Failed,Robotic Process Automation,77,590441.17,91695.51,15.53,Marketing,BCG,United Kingdom,Energy,20345,false,false
PRJ-0001732,COMP-0113,Accounts Payable Pipeline,2022-11-24,2024-10-19,On Hold,Cognitive Automation,21,1244912.28,2619793.4,210.44,IT,Accenture,Australia,Telecom,12727,false,true
PRJ-0001733,COMP-0170,Tax Filing System,2021-09-15,2022-02-20,Planning,AI + RPA,61,1464205.75,2445516.44,167.02,Finance,KPMG,Canada,Insurance,8615,false,false
PRJ-0001734,COMP-0087,Returns Processing Bot,2021-01-22,2021-11-11,Completed,AI + RPA,30,1787409.22,6742643.8,377.23,Marketing,Infosys,Netherlands,Banking,19206,true,false
PRJ-0001735,COMP-0099,Employee Offboarding Pipeline,2020-08-09,2021-07-09,Completed,Cognitive Automation,34,585805.25,645615.97,110.21,Supply Chain,BCG,France,Telecom,8764,false,true
PRJ-0001736,COMP-0124,IT Service Management Bot,2020-03-09,2021-12-06,Planning,Cognitive Automation,63,1506886.27,213224.41,14.15,Operations,Capgemini,Australia,Manufacturing,12647,false,true
PRJ-0001737,COMP-0133,Accounts Payable Bot,2020-09-11,2021-05-06,In Progress,Intelligent Process Automation,59,676492.12,135907.27,20.09,Supply Chain,KPMG,United Kingdom,Telecom,19066,true,false
PRJ-0001738,COMP-0148,Quality Assurance Solution,2021-01-28,2022-01-05,On Hold,AI + RPA,60,1875815.07,3862115.65,205.89,Marketing,PwC,Poland,Retail,12626,false,false
PRJ-0001739,COMP-0103,Master Data Management Bot,2022-06-03,2023-01-02,Failed,Intelligent Process Automation,76,505150.18,6819.53,1.35,Customer Service,Infosys,United States,Technology,14020,false,false
PRJ-0001740,COMP-0172,Invoice Processing Automation,2022-03-15,2022-06-27,Planning,Robotic Process Automation,11,1620896.05,4260525.27,262.85,Supply Chain,Cognizant,Australia,Energy,10411,false,true
PRJ-0001741,COMP-0019,Order Management Engine,2022-09-09,2022-06-14,Completed,Robotic Process Automation,62,953841.93,2702234.19,283.3,Marketing,Wipro,France,Healthcare,8574,false,false
PRJ-0001742,COMP-0132,Loan Processing Pipeline,2020-10-27,2020-05-11,Planning,Intelligent Process Automation,88,405391.33,487483.07,120.25,Finance,IBM,Netherlands,Retail,15484,true,false
PRJ-0001743,COMP-0091,Invoice Processing Framework,2021-06-11,2021-04-04,Failed,Digital Process Automation,44,162847.01,30892.08,18.97,Sales,IBM,Canada,Technology,19187,false,false
PRJ-0001744,COMP-0108,Risk Assessment Pipeline,2021-07-26,2021-09-23,Completed,Digital Process Automation,49,727661.78,2145510.76,294.85,Compliance,IBM,United States,Pharma,863,true,true
PRJ-0001745,COMP-0035,Accounts Payable Pipeline,2022-02-19,2022-08-11,Completed,Robotic Process Automation,37,1902524.18,3630586.89,190.83,Legal,Wipro,France,Manufacturing,2312,false,true
PRJ-0001746,COMP-0023,Purchase Order Processing Automation,2021-03-25,2021-01-14,Completed,Digital Process Automation,89,1426466.7,988398.78,69.29,Operations,BCG,Australia,Banking,18811,false,true
PRJ-0001747,COMP-0076,Payroll Automation Engine,2023-01-15,2023-12-21,On Hold,Digital Process Automation,52,1727486.8,5071555.75,293.58,Customer Service,Accenture,United States,Banking,17855,true,true
PRJ-0001748,COMP-0011,Customer Service Bot Solution,2023-04-16,2023-04-16,Failed,Digital Process Automation,62,941361.34,-130002.0,-13.81,Customer Service,Cognizant,Germany,Manufacturing,18121,true,true
PRJ-0001749,COMP-0152,HR Onboarding Tool,2023-03-14,2024-11-03,Planning,Robotic Process Automation,78,273745.78,414095.24,151.27,Legal,Cognizant,Japan,Insurance,6691,false,false
PRJ-0001750,COMP-0009,Invoice Processing Framework,2020-04-25,2021-02-09,On Hold,Intelligent Process Automation,91,148183.41,407311.74,274.87,Supply Chain,Deloitte,Japan,Banking,11403,false,true
PRJ-0001751,COMP-0116,Credit Risk Analysis Module,2023-01-17,2024-05-19,Planning,AI + RPA,100,940221.02,704037.5,74.88,IT,PwC,United States,Healthcare,11314,true,true
PRJ-0001752,COMP-0125,Report Generation Pipeline,2023-11-14,2023-12-03,Failed,Robotic Process Automation,7,1045254.92,-397301.4,-38.01,Human Resources,Wipro,United States,Healthcare,4165,true,false
PRJ-0001753,COMP-0071,Report Generation Module,2021-06-13,2021-12-24,In Progress,Digital Process Automation,99,438493.65,1498025.86,341.63,Compliance,Cognizant,Singapore,Logistics,22976,false,true
PRJ-0001754,COMP-0130,Invoice Processing Framework,2022-09-15,2022-05-24,In Progress,Robotic Process Automation,37,546727.82,1132546.68,207.15,Sales,Cognizant,Singapore,Manufacturing,5654,true,true
PRJ-0001755,COMP-0170,Expense Reporting Pipeline,2020-04-18,2022-02-06,In Progress,Intelligent Process Automation,40,1204467.48,1639280.24,136.1,Finance,Deloitte,Brazil,Pharma,9577,true,false
PRJ-0001756,COMP-0060,HR Onboarding Automation,2022-02-11,2024-12-22,On Hold,Digital Process Automation,7,1946048.93,3850452.41,197.86,Sales,Infosys,Canada,Energy,17172,true,true
PRJ-0001757,COMP-0161,Credit Risk Analysis Automation,2021-12-01,2022-12-05,Failed,Digital Process Automation,53,380711.37,64759.0,17.01,Human Resources,Accenture,Germany,Energy,13007,true,true
PRJ-0001758,COMP-0170,Sales Order Processing Automation,2020-02-22,2022-01-28,Completed,Cognitive Automation,73,398224.82,320053.29,80.37,Marketing,Infosys,Brazil,Logistics,13421,false,false
PRJ-0001759,COMP-0172,Workflow Orchestration System,2020-12-13,2020-12-19,Planning,Robotic Process Automation,17,1686734.32,5363646.46,317.99,Human Resources,Deloitte,Singapore,Telecom,20490,false,false
PRJ-0001760,COMP-0040,Customer Onboarding KYC Solution,2023-10-02,2024-10-13,Planning,Digital Process Automation,56,481216.95,488050.23,101.42,Legal,Deloitte,Canada,Technology,18834,true,true
PRJ-0001761,COMP-0066,IT Service Management Bot,2022-08-11,2023-01-05,Failed,AI + RPA,21,1146841.78,-375590.68,-32.75,Marketing,PwC,United Kingdom,Retail,21653,true,false
PRJ-0001762,COMP-0058,Sales Order Processing Pipeline,2022-11-25,2022-12-20,Planning,Digital Process Automation,67,1351872.77,5071956.26,375.18,IT,Accenture,Japan,Telecom,4861,false,true
PRJ-0001763,COMP-0198,Email Automation Engine,2023-07-07,2023-09-27,On Hold,Digital Process Automation,92,767460.22,1032617.73,134.55,Finance,Tata Consultancy Services,United Kingdom,Telecom,14919,false,true
PRJ-0001764,COMP-0039,Purchase Order Processing Bot,2021-02-12,2021-03-02,Completed,AI + RPA,35,1152494.33,159966.21,13.88,Legal,Capgemini,Japan,Healthcare,1833,true,true
PRJ-0001765,COMP-0040,Data Migration Bot,2022-03-22,2023-04-06,In Progress,Cognitive Automation,8,378455.85,878093.26,232.02,IT,Accenture,Australia,Logistics,24589,false,true
PRJ-0001766,COMP-0179,Vendor Management Module,2020-03-22,2022-03-08,In Progress,Digital Process Automation,15,594355.95,1648624.53,277.38,Compliance,Capgemini,India,Telecom,11432,false,true
PRJ-0001767,COMP-0159,Procure to Pay Bot,2021-10-21,2023-10-12,In Progress,AI + RPA,89,1871263.03,6594330.92,352.4,Compliance,Infosys,France,Manufacturing,4257,true,false
PRJ-0001768,COMP-0067,Master Data Management Automation,2021-12-22,2022-02-22,Failed,AI + RPA,45,1609026.12,-714729.4,-44.42,Marketing,BCG,Singapore,Technology,3047,true,true
PRJ-0001769,COMP-0128,Quality Assurance Tool,2022-10-17,2023-08-14,Failed,Robotic Process Automation,87,1340136.79,104128.63,7.77,Sales,IBM,Brazil,Pharma,12400,true,false
PRJ-0001770,COMP-0109,Returns Processing System,2023-08-20,2025-07-19,On Hold,Cognitive Automation,51,652992.76,2059277.97,315.36,IT,Wipro,India,Insurance,5827,false,true
PRJ-0001771,COMP-0176,Customer Onboarding KYC Tool,2021-11-15,2022-09-04,On Hold,AI + RPA,24,722149.68,854880.79,118.38,Customer Service,Cognizant,Poland,Telecom,8395,true,false
PRJ-0001772,COMP-0178,Master Data Management Automation,2021-05-23,2023-05-25,Completed,Intelligent Process Automation,55,1988477.81,7342255.47,369.24,Human Resources,Accenture,Germany,Pharma,20929,true,false
PRJ-0001773,COMP-0180,Sales Order Processing Pipeline,2021-02-22,2021-12-07,Planning,Robotic Process Automation,29,1355571.05,5024830.77,370.68,Human Resources,PwC,Japan,Logistics,12405,false,true
PRJ-0001774,COMP-0069,Trade Reconciliation Engine,2021-06-22,2021-06-10,Planning,Cognitive Automation,76,1764376.35,2095726.23,118.78,Human Resources,IBM,France,Telecom,8889,false,true
PRJ-0001775,COMP-0013,Document Processing Framework,2022-06-16,2024-08-10,On Hold,Robotic Process Automation,12,648078.51,2229260.46,343.98,Customer Service,Capgemini,United States,Healthcare,15860,false,false
PRJ-0001776,COMP-0110,Trade Reconciliation Tool,2022-11-22,2022-02-09,On Hold,Robotic Process Automation,87,1453774.32,5604300.0,385.5,Sales,IBM,Brazil,Insurance,4653,false,true
PRJ-0001777,COMP-0070,Risk Assessment Bot,2021-07-25,2021-06-03,In Progress,Robotic Process Automation,91,1653053.48,4187349.77,253.31,IT,BCG,United Kingdom,Retail,22614,false,true
PRJ-0001778,COMP-0007,Email Automation Solution,2020-08-25,2021-12-09,In Progress,Robotic Process Automation,30,1792543.99,3009681.36,167.9,Legal,EY,India,Pharma,13491,true,true
PRJ-0001779,COMP-0056,Payroll Automation Tool,2023-04-22,2024-04-21,Planning,AI + RPA,79,128835.18,104279.19,80.94,IT,Wipro,Singapore,Energy,16082,true,false
PRJ-0001780,COMP-0127,Invoice Processing Automation,2022-02-12,2024-12-04,In Progress,AI + RPA,11,718283.89,2063485.96,287.28,Supply Chain,Deloitte,Brazil,Manufacturing,1692,true,true
